N,true_gamma,sim,prs_r2,wg_power,wg_gamma,wg_pval,pc_power,pc_gamma,pc_pval,cd_power,cd_gamma,cd_pval
5000,-0.1,57,0.0010485312049358514,0,-0.004717992989112043,0.6265710951042821,0,-0.00017959162621678705,0.3687757555460911,0,-0.012064847603068236,0.3853235721658429
5000,-0.1,58,0.003925623114422135,0,-0.012922642552573804,0.18147138796143794,0,-0.0011230647361349893,0.32422954545472904,0,-0.020578985415373882,0.13309173836008376
5000,-0.1,59,0.0013236221026314329,0,-0.012590601481996144,0.20342020139448252,0,-0.0008246669450152253,0.6353226602345128,0,-0.011052459865738697,0.43489892763278526
5000,-0.1,60,0.0020906596383775187,0,-0.007298775309925814,0.4565746156626128,0,-0.00014188398076400865,0.29941172631414026,0,-0.007218942120110577,0.6097299526713478
5000,-0.1,61,0.0035142862661365283,0,-0.005388430673041528,0.5929127601486557,0,-0.0008796929753837858,0.6646104852039803,0,0.005270347157807,0.7146440361374807
5000,-0.1,62,0.0003979464602842089,0,0.018757201760255287,0.07495368630072956,0,0.0016561863829403277,0.9523270835207065,0,0.01142760919601454,0.4207377820206023
5000,-0.1,63,0.0020675346596858778,0,-0.008805956376349806,0.39063416392644346,0,-0.0007239054725782103,0.7990215477689633,0,-0.005690372750212889,0.6926614871175096
5000,-0.1,64,0.003185535940507101,0,-0.002808884955736837,0.7819817926228929,0,0.00035748332376432705,0.06006645981342007,0,0.00453235820313431,0.7554116393119672
5000,-0.1,65,0.001181777826238766,0,0.0031029339620413524,0.7561516339137335,0,-9.453276867361945e-06,0.7725077560877229,0,0.0006285638990257605,0.9647281890824362
5000,-0.1,66,0.002740242861051573,1,0.022777123042532745,0.022514754200957277,0,0.0025639409011237774,0.18680444938449092,0,0.019234655989361096,0.16966893250278134
5000,-0.1,67,0.0030994508608538185,0,0.002496594933460993,0.8020460829851441,0,-0.0002981194760651904,0.3900667814176333,0,0.005048013365677451,0.7225518604649612
5000,-0.1,68,0.0005037251063765951,0,-0.014135829060661673,0.15739952147542877,0,-0.0012716235704701548,0.3078161670309941,0,-0.011028591854555542,0.433995792204543
5000,-0.1,69,0.0009253092591114612,0,-0.0013683030668041264,0.8899828303711992,0,0.0006586854590660982,0.11624771515085763,0,0.001287682290118147,0.9274025412264006
5000,-0.1,70,0.001041144510494011,1,-0.02861006185459219,0.0037683653222829816,1,-0.002635580551278629,0.02605005619234424,0,-0.026402817835936558,0.0611789065314538
5000,-0.1,71,0.000273153331602586,0,-0.008496480483923959,0.40677411595894974,0,-0.0009105367987446537,0.11377014973489608,0,-0.008593244623272413,0.5359545107241404
5000,-0.1,72,0.00035160429169754794,0,-0.015130480549289376,0.13473241226952443,0,-0.0011135541538318601,0.44221396675791524,0,-0.003306910618804814,0.8176457005309019
